id_participant,cues,responses,likeability,originality,adequacy,frequencyCreaFlexFirst,frequencyCreaFlexDist,RT_answer,condition,unique_creaflexFirst,unique_creaflexDist,frequency_dictaverf
53,gauche,politique,100.0,61.0,100.0,0.010416666666666666,0.052083333333333336,0.46707530000276165,2,0,0,0.016194
53,position,carte,nan,nan,nan,0.010416666666666666,0.010416666666666666,0.19690660000196658,2,0,0,0.0
53,principe,précaution,nan,nan,nan,0.0,0.010416666666666666,0.17403870000271127,2,1,0,0.015414
53,question,sciences,99.0,51.0,96.0,0.0,0.0,0.44976629999655415,2,1,1,0.0
53,garçon,,nan,nan,nan,0.0,0.0,0.0030030000016267877,2,1,1,0.0
53,jambe,sensualité,nan,nan,nan,0.0,0.0,0.5136400000010326,2,1,1,0.0
53,visage,douceur,nan,nan,nan,0.0,0.010416666666666666,0.2964621999999508,2,1,0,0.002012
53,faim,afrique,97.0,14.0,99.0,0.0,0.0,0.14799159999893163,2,1,1,0.0
53,arbre,jeu,52.0,35.0,88.0,0.0,0.0,0.5688279999994847,2,1,1,0.0
53,science,sévère,67.0,67.0,91.0,0.0,0.0,0.024567899999965448,2,1,1,0.0
53,appel,maman,100.0,71.0,87.0,0.0,0.0,0.11542340000232798,2,1,1,0.0
53,lit,drap,nan,nan,nan,0.052083333333333336,0.0,0.11775010000201291,2,0,1,0.039548
53,passion,jeux,nan,nan,nan,0.0,0.0,0.09519880000152625,2,1,1,0.0
54,machine,bois,nan,nan,nan,0.0,0.0,0.25395790000038687,1,1,1,0.001876
54,rapport,,50.0,71.0,79.0,0.0,0.0,0.04511170000114362,1,1,1,0.0
54,genre,femme,70.0,1.0,100.0,0.125,0.010416666666666666,0.20560359999944922,1,0,0,0.018367
54,jardin,vert,75.0,36.0,66.0,0.010416666666666666,0.0,0.22200640000301064,1,0,1,0.074747
54,rayon,vert,nan,nan,nan,0.0,0.03125,1.7511266999972577,1,1,0,0.005576
54,colline,blanc,55.0,100.0,57.0,0.0,0.0,0.00021289999858709052,1,1,1,0.0
54,chien,joyeux,83.0,69.0,66.0,0.0,0.0,0.0002147999985027127,1,1,1,0.0
54,peau,beige,95.0,59.0,97.0,0.0,0.0,0.00024360000315937214,1,1,1,0.003876
54,mur,grand,nan,nan,nan,0.0,0.0,0.00022600000011152588,1,1,1,0.0
54,science,froid,83.0,82.0,95.0,0.0,0.0,0.00022620000163442455,1,1,1,0.0
54,enfant,jeune,100.0,21.0,95.0,0.03125,0.020833333333333332,0.00025380000079167075,1,0,0,0.055028
54,lune,blanc,79.0,71.0,58.0,0.0,0.0,0.0002544999988458585,1,1,1,0.005825
54,cause,bonne,66.0,37.0,87.0,0.0,0.0,0.00024620000112918206,1,1,1,0.003976
54,table,ronde,5.0,100.0,29.0,0.010416666666666666,0.0625,0.00028000000020256266,1,0,0,0.10057
54,toit,maison,100.0,29.0,83.0,0.65625,0.020833333333333332,0.00030479999986710027,1,0,0,0.62978
54,jeunesse,joie,86.0,15.0,100.0,0.010416666666666666,0.0,0.9249949000004563,1,0,1,0.016
54,nord,sud,100.0,1.0,100.0,0.8333333333333334,0.020833333333333332,0.0002178999966417905,1,0,0,0.69231
54,direction,loin,nan,nan,nan,0.0,0.010416666666666666,0.15071499999976368,1,1,0,0.0
54,mer,bleu,100.0,1.0,100.0,0.0,0.0,0.0002147999985027127,1,1,1,0.046843
54,objet,rond,nan,nan,nan,0.010416666666666666,0.0,0.00030139999944367446,1,0,1,0.003883
54,appel,téléphone,100.0,1.0,93.0,0.6458333333333334,0.020833333333333332,0.00022700000045006163,1,0,0,0.4881
54,lutte,combat,nan,nan,nan,0.34375,0.03125,0.668552399998589,1,0,0,0.32432
54,mari,femme,99.0,1.0,100.0,0.71875,0.010416666666666666,0.00022000000171829015,1,0,0,0.64833
54,vin,alcool,83.0,2.0,100.0,0.22916666666666666,0.010416666666666666,0.00022510000053443946,1,0,0,0.13972
54,rôle,pièce,87.0,23.0,93.0,0.041666666666666664,0.010416666666666666,0.5489746999992349,1,0,0,-1.0
54,horizon,nord,nan,nan,nan,0.0,0.0,0.0002978000011353288,1,1,1,0.0
54,jambe,femme,nan,nan,nan,0.0,0.0,0.00023639999926672317,1,1,1,0.004032
54,page,livre,nan,nan,nan,0.71875,0.03125,0.0002390000008745119,1,0,0,0.56612
54,fil,aiguille,nan,nan,nan,0.2708333333333333,0.0,0.00020790000053239055,1,0,1,0.24164
54,soeur,femme,nan,nan,nan,0.0,0.0,0.0002241000001959037,1,1,1,0.0
54,preuve,justice,85.0,17.0,99.0,0.010416666666666666,0.010416666666666666,0.0002358999990974553,1,0,0,0.025794
54,morceau,petit,75.0,19.0,82.0,0.020833333333333332,0.0,0.00021999999808031134,1,0,1,0.007767
54,gauche,droite,100.0,1.0,100.0,0.8958333333333334,0.010416666666666666,0.03485029999865219,1,0,0,0.73482
54,doigt,main,85.0,4.0,100.0,0.625,0.0,0.0002496999986760784,1,0,1,0.56981
54,garçon,fille,nan,nan,nan,0.8229166666666666,0.0,0.24292499999864958,1,0,1,0.7616200000000001
54,façon,forme,nan,nan,nan,0.0,0.010416666666666666,0.01790130000154022,1,1,0,0.0
54,chambre,maison,nan,nan,nan,0.07291666666666667,0.010416666666666666,0.22509659999923315,1,0,0,0.031936
54,question,réponse,75.0,11.0,100.0,0.8020833333333334,0.0625,2.195567899998423,1,0,0,0.71933
54,acte,pièce,nan,nan,nan,0.03125,0.03125,0.057221600000048056,1,0,0,0.019084
54,rose,fleur,97.0,11.0,97.0,0.40625,0.020833333333333332,0.00022959999841987155,1,0,0,0.367672
54,oncle,tante,100.0,5.0,100.0,0.7395833333333334,0.020833333333333332,0.01621000000159256,1,0,0,0.69057
54,herbe,vert,nan,nan,nan,0.010416666666666666,0.0,0.029939500000182306,1,0,1,0.19536
54,faim,soif,75.0,1.0,100.0,0.2604166666666667,0.020833333333333332,0.1827259999990929,1,0,0,0.2551
54,école,agréable,50.0,71.0,72.0,0.0,0.0,0.00020880000010947697,1,1,1,0.0
54,lit,chambre,nan,nan,nan,0.08333333333333333,0.010416666666666666,0.0002195999986724928,1,0,0,0.039548
54,masse,gros,79.0,27.0,88.0,0.010416666666666666,0.010416666666666666,0.00024280000070575625,1,0,0,0.016
54,flamme,feu,nan,nan,nan,0.71875,0.0,0.00021610000112559646,1,0,1,0.68702
54,lèvre,bouche,nan,nan,nan,0.6875,0.0,0.00021049999850220047,1,0,1,0.54373
54,passage,rue,63.0,15.0,90.0,0.07291666666666667,0.010416666666666666,0.0002268999996886123,1,0,0,0.057143
54,principe,loi,nan,nan,nan,0.052083333333333336,0.020833333333333332,0.21565909999844735,1,0,0,0.044316
54,sens,direction,nan,nan,nan,0.25,0.010416666666666666,0.00021919999926467426,1,0,0,0.22617
54,habitude,facile,61.0,93.0,67.0,0.0,0.0,0.00023539999892818742,1,1,1,0.0
54,passion,amour,nan,nan,nan,0.3854166666666667,0.03125,0.00030759999935980886,1,0,0,0.45282700000000004
54,désir,sexe,nan,nan,nan,0.125,0.0,0.0002660999998624902,1,0,1,0.078029
54,larme,pleurs,93.0,14.0,100.0,0.13541666666666666,0.0,0.0002147999985027127,1,0,1,0.11321
54,vache,lait,100.0,1.0,98.0,0.5416666666666666,0.041666666666666664,0.00022309999985736795,1,0,0,0.44231
54,début,fin,nan,nan,nan,0.875,0.041666666666666664,0.0002378999997745268,1,0,0,0.759297
54,pierre,dur,nan,nan,nan,0.041666666666666664,0.010416666666666666,0.00021779999951831996,1,0,0,0.032381
54,visage,beauté,nan,nan,nan,0.020833333333333332,0.041666666666666664,0.00023770000188960694,1,0,0,0.022133
54,arbre,grand,75.0,42.0,91.0,0.0,0.0,0.0002440999996906612,1,1,1,0.003914
54,position,loin,nan,nan,nan,0.0,0.0,0.00021809999816468917,1,1,1,0.0
54,avis,opinion,75.0,17.0,83.0,0.28125,0.0625,0.00021719999858760275,1,0,0,0.41006
54,flamme,agréable,nan,nan,nan,0.0,0.0,1.5403317999989667,2,1,1,0.0
54,genre,chaussure,1.0,100.0,41.0,0.0,0.0,0.4445449999984703,2,1,1,0.0
54,lutte,épreuve,nan,nan,nan,0.0,0.0,1.1011899000004632,2,1,1,0.0
54,horizon,mer,nan,nan,nan,0.13541666666666666,0.020833333333333332,0.5473482000015792,2,0,0,0.112
54,cause,principe,73.0,71.0,79.0,0.0,0.0,1.1162532000016654,2,1,1,0.0
54,morceau,gâteau,77.0,14.0,87.0,0.020833333333333332,0.052083333333333336,1.148116399999708,2,0,0,0.062136
54,preuve,procès,89.0,33.0,97.0,0.03125,0.010416666666666666,1.1681213000010757,2,0,0,0.011905
54,lune,rêve,93.0,57.0,99.0,0.0,0.0,1.2371471999977075,2,1,1,0.001942
54,mer,horizon,48.0,89.0,84.0,0.0,0.010416666666666666,0.8926390999986324,2,1,0,0.004073
54,objet,main,nan,nan,nan,0.010416666666666666,0.0,1.2122990999996546,2,0,1,0.0
54,enfant,marelle,100.0,71.0,100.0,0.0,0.0,0.7118792000001122,2,1,1,0.0
54,toit,grimper,83.0,56.0,77.0,0.0,0.0,0.39856069999950705,2,1,1,0.0
54,doigt,alliance,100.0,51.0,89.0,0.020833333333333332,0.041666666666666664,0.24839060000158497,2,0,0,0.003774
54,mur,enfermement,nan,nan,nan,0.0,0.0,0.7437447000011161,2,1,1,0.0
54,table,assis,54.0,52.0,86.0,0.0,0.0,0.29019440000047325,2,1,1,0.0
54,désir,feu,nan,nan,nan,0.0,0.0,0.6464887999973143,2,1,1,0.002053
54,école,marelle,100.0,45.0,100.0,0.0,0.0,0.42722259999936796,2,1,1,0.0
54,passage,étroit,100.0,48.0,100.0,0.020833333333333332,0.020833333333333332,0.4895365000011225,2,0,0,0.03619
54,façon,forme,nan,nan,nan,0.0,0.010416666666666666,0.1565206000013859,2,1,0,0.0
54,vache,viande,45.0,27.0,88.0,0.0,0.0,0.46065549999912037,2,1,1,0.003846
54,acte,théâtre,nan,nan,nan,0.28125,0.13541666666666666,0.36630929999955697,2,0,0,0.19275
54,lèvre,baiser,nan,nan,nan,0.020833333333333332,0.020833333333333332,0.703567299999122,2,0,0,0.093156
54,direction,indication,nan,nan,nan,0.010416666666666666,0.020833333333333332,0.28680399999939254,2,0,0,0.004008
54,habitude,commun,52.0,79.0,67.0,0.0,0.0,0.3049049000001105,2,1,1,0.001848
54,jeunesse,jeux,100.0,10.0,83.0,0.0,0.0,0.6466708999978437,2,1,1,0.0
54,herbe,courir,nan,nan,nan,0.0,0.0,0.2137328000026173,2,1,1,0.0
54,jardin,jeu,100.0,22.0,100.0,0.0,0.020833333333333332,0.06707040000037523,2,1,0,0.00404
54,rôle,position,56.0,91.0,31.0,0.0,0.0,0.25488210000185063,2,1,1,-1.0
54,colline,courir,78.0,77.0,91.0,0.0,0.0,0.07919260000198847,2,1,1,0.0
54,fil,couture,nan,nan,nan,0.08333333333333333,0.010416666666666666,0.42638630000146804,2,0,0,0.092937
54,rayon,,nan,nan,nan,0.0,0.0,0.712844399997266,2,1,1,0.0
54,page,histoire,nan,nan,nan,0.0,0.03125,1.033769100002246,2,1,0,0.002066
54,larme,tristesse,100.0,1.0,100.0,0.22916666666666666,0.020833333333333332,0.4427323999989312,2,0,0,0.13962
54,pierre,silex,nan,nan,nan,0.0,0.020833333333333332,0.145450100000744,2,1,0,0.001905
54,rose,délicat,100.0,79.0,100.0,0.0,0.0,0.16289959999994608,2,1,1,0.0
54,soeur,mignonne,nan,nan,nan,0.0,0.0,0.08581300000150804,2,1,1,0.0
54,nord,ours,74.0,65.0,100.0,0.0,0.03125,0.22715919999973266,2,1,0,0.001923
54,oncle,,100.0,69.0,82.0,0.0,0.0,0.18684350000330596,2,1,1,0.0
54,sens,voyage,nan,nan,nan,0.0,0.0,0.41374010000072303,2,1,1,0.0
54,peau,douceur,100.0,81.0,100.0,0.020833333333333332,0.020833333333333332,0.28573490000053425,2,0,0,0.013566
54,vin,bourré,100.0,25.0,85.0,0.0,0.0,1.0491991000017151,2,1,1,0.0
54,machine,fumée,nan,nan,nan,0.0,0.0,0.6441591000002518,2,1,1,0.0
54,rapport,peur,59.0,80.0,63.0,0.0,0.0,0.11241910000171629,2,1,1,0.0
54,masse,foule,61.0,65.0,100.0,0.020833333333333332,0.010416666666666666,0.4742817999976978,2,0,0,0.05
54,chien,jeux,100.0,27.0,83.0,0.0,0.010416666666666666,0.29586140000174055,2,1,0,0.0
54,début,histoire,nan,nan,nan,0.0,0.08333333333333333,0.15990980000060517,2,1,0,0.017613
54,avis,aucun,57.0,77.0,77.0,0.0,0.010416666666666666,0.3945477999986906,2,1,0,0.0
54,chambre,douillet,nan,nan,nan,0.0,0.0,0.5852998999980628,2,1,1,0.001996
54,mari,strict,69.0,79.0,93.0,0.0,0.0,1.3802302000003692,2,1,1,0.0
54,gauche,politique,100.0,61.0,100.0,0.010416666666666666,0.052083333333333336,0.46707530000276165,2,0,0,0.016194
54,position,carte,nan,nan,nan,0.010416666666666666,0.010416666666666666,0.19690660000196658,2,0,0,0.0
54,principe,précaution,nan,nan,nan,0.0,0.010416666666666666,0.17403870000271127,2,1,0,0.015414
54,question,sciences,99.0,51.0,96.0,0.0,0.0,0.44976629999655415,2,1,1,0.0
54,garçon,,nan,nan,nan,0.0,0.0,0.0030030000016267877,2,1,1,0.0
54,jambe,sensualité,nan,nan,nan,0.0,0.0,0.5136400000010326,2,1,1,0.0
54,visage,douceur,nan,nan,nan,0.0,0.010416666666666666,0.2964621999999508,2,1,0,0.002012
54,faim,afrique,97.0,14.0,99.0,0.0,0.0,0.14799159999893163,2,1,1,0.0
54,arbre,jeu,52.0,35.0,88.0,0.0,0.0,0.5688279999994847,2,1,1,0.0
54,science,sévère,67.0,67.0,91.0,0.0,0.0,0.024567899999965448,2,1,1,0.0
54,appel,maman,100.0,71.0,87.0,0.0,0.0,0.11542340000232798,2,1,1,0.0
54,lit,drap,nan,nan,nan,0.052083333333333336,0.0,0.11775010000201291,2,0,1,0.039548
54,passion,jeux,nan,nan,nan,0.0,0.0,0.09519880000152625,2,1,1,0.0
55,machine,bois,nan,nan,nan,0.0,0.0,0.25395790000038687,1,1,1,0.001876
55,rapport,,50.0,71.0,79.0,0.0,0.0,0.04511170000114362,1,1,1,0.0
55,genre,femme,70.0,1.0,100.0,0.125,0.010416666666666666,0.20560359999944922,1,0,0,0.018367
55,jardin,vert,75.0,36.0,66.0,0.010416666666666666,0.0,0.22200640000301064,1,0,1,0.074747
55,rayon,vert,nan,nan,nan,0.0,0.03125,1.7511266999972577,1,1,0,0.005576
55,colline,blanc,55.0,100.0,57.0,0.0,0.0,0.00021289999858709052,1,1,1,0.0
55,chien,joyeux,83.0,69.0,66.0,0.0,0.0,0.0002147999985027127,1,1,1,0.0
55,peau,beige,95.0,59.0,97.0,0.0,0.0,0.00024360000315937214,1,1,1,0.003876
55,mur,grand,nan,nan,nan,0.0,0.0,0.00022600000011152588,1,1,1,0.0
55,science,froid,83.0,82.0,95.0,0.0,0.0,0.00022620000163442455,1,1,1,0.0
55,enfant,jeune,100.0,21.0,95.0,0.03125,0.020833333333333332,0.00025380000079167075,1,0,0,0.055028
55,lune,blanc,79.0,71.0,58.0,0.0,0.0,0.0002544999988458585,1,1,1,0.005825
55,cause,bonne,66.0,37.0,87.0,0.0,0.0,0.00024620000112918206,1,1,1,0.003976
55,table,ronde,5.0,100.0,29.0,0.010416666666666666,0.0625,0.00028000000020256266,1,0,0,0.10057
55,toit,maison,100.0,29.0,83.0,0.65625,0.020833333333333332,0.00030479999986710027,1,0,0,0.62978
55,jeunesse,joie,86.0,15.0,100.0,0.010416666666666666,0.0,0.9249949000004563,1,0,1,0.016
55,nord,sud,100.0,1.0,100.0,0.8333333333333334,0.020833333333333332,0.0002178999966417905,1,0,0,0.69231
55,direction,loin,nan,nan,nan,0.0,0.010416666666666666,0.15071499999976368,1,1,0,0.0
55,mer,bleu,100.0,1.0,100.0,0.0,0.0,0.0002147999985027127,1,1,1,0.046843
55,objet,rond,nan,nan,nan,0.010416666666666666,0.0,0.00030139999944367446,1,0,1,0.003883
55,appel,téléphone,100.0,1.0,93.0,0.6458333333333334,0.020833333333333332,0.00022700000045006163,1,0,0,0.4881
55,lutte,combat,nan,nan,nan,0.34375,0.03125,0.668552399998589,1,0,0,0.32432
55,mari,femme,99.0,1.0,100.0,0.71875,0.010416666666666666,0.00022000000171829015,1,0,0,0.64833
55,vin,alcool,83.0,2.0,100.0,0.22916666666666666,0.010416666666666666,0.00022510000053443946,1,0,0,0.13972
55,rôle,pièce,87.0,23.0,93.0,0.041666666666666664,0.010416666666666666,0.5489746999992349,1,0,0,-1.0
55,horizon,nord,nan,nan,nan,0.0,0.0,0.0002978000011353288,1,1,1,0.0
55,jambe,femme,nan,nan,nan,0.0,0.0,0.00023639999926672317,1,1,1,0.004032
55,page,livre,nan,nan,nan,0.71875,0.03125,0.0002390000008745119,1,0,0,0.56612
55,fil,aiguille,nan,nan,nan,0.2708333333333333,0.0,0.00020790000053239055,1,0,1,0.24164
55,soeur,femme,nan,nan,nan,0.0,0.0,0.0002241000001959037,1,1,1,0.0
55,preuve,justice,85.0,17.0,99.0,0.010416666666666666,0.010416666666666666,0.0002358999990974553,1,0,0,0.025794
55,morceau,petit,75.0,19.0,82.0,0.020833333333333332,0.0,0.00021999999808031134,1,0,1,0.007767
55,gauche,droite,100.0,1.0,100.0,0.8958333333333334,0.010416666666666666,0.03485029999865219,1,0,0,0.73482
55,doigt,main,85.0,4.0,100.0,0.625,0.0,0.0002496999986760784,1,0,1,0.56981
55,garçon,fille,nan,nan,nan,0.8229166666666666,0.0,0.24292499999864958,1,0,1,0.7616200000000001
55,façon,forme,nan,nan,nan,0.0,0.010416666666666666,0.01790130000154022,1,1,0,0.0
55,chambre,maison,nan,nan,nan,0.07291666666666667,0.010416666666666666,0.22509659999923315,1,0,0,0.031936
55,question,réponse,75.0,11.0,100.0,0.8020833333333334,0.0625,2.195567899998423,1,0,0,0.71933
55,acte,pièce,nan,nan,nan,0.03125,0.03125,0.057221600000048056,1,0,0,0.019084
55,rose,fleur,97.0,11.0,97.0,0.40625,0.020833333333333332,0.00022959999841987155,1,0,0,0.367672
55,oncle,tante,100.0,5.0,100.0,0.7395833333333334,0.020833333333333332,0.01621000000159256,1,0,0,0.69057
55,herbe,vert,nan,nan,nan,0.010416666666666666,0.0,0.029939500000182306,1,0,1,0.19536
55,faim,soif,75.0,1.0,100.0,0.2604166666666667,0.020833333333333332,0.1827259999990929,1,0,0,0.2551
55,école,agréable,50.0,71.0,72.0,0.0,0.0,0.00020880000010947697,1,1,1,0.0
55,lit,chambre,nan,nan,nan,0.08333333333333333,0.010416666666666666,0.0002195999986724928,1,0,0,0.039548
55,masse,gros,79.0,27.0,88.0,0.010416666666666666,0.010416666666666666,0.00024280000070575625,1,0,0,0.016
55,flamme,feu,nan,nan,nan,0.71875,0.0,0.00021610000112559646,1,0,1,0.68702
55,lèvre,bouche,nan,nan,nan,0.6875,0.0,0.00021049999850220047,1,0,1,0.54373
55,passage,rue,63.0,15.0,90.0,0.07291666666666667,0.010416666666666666,0.0002268999996886123,1,0,0,0.057143
55,principe,loi,nan,nan,nan,0.052083333333333336,0.020833333333333332,0.21565909999844735,1,0,0,0.044316
55,sens,direction,nan,nan,nan,0.25,0.010416666666666666,0.00021919999926467426,1,0,0,0.22617
55,habitude,facile,61.0,93.0,67.0,0.0,0.0,0.00023539999892818742,1,1,1,0.0
55,passion,amour,nan,nan,nan,0.3854166666666667,0.03125,0.00030759999935980886,1,0,0,0.45282700000000004
55,désir,sexe,nan,nan,nan,0.125,0.0,0.0002660999998624902,1,0,1,0.078029
55,larme,pleurs,93.0,14.0,100.0,0.13541666666666666,0.0,0.0002147999985027127,1,0,1,0.11321
55,vache,lait,100.0,1.0,98.0,0.5416666666666666,0.041666666666666664,0.00022309999985736795,1,0,0,0.44231
55,début,fin,nan,nan,nan,0.875,0.041666666666666664,0.0002378999997745268,1,0,0,0.759297
55,pierre,dur,nan,nan,nan,0.041666666666666664,0.010416666666666666,0.00021779999951831996,1,0,0,0.032381
55,visage,beauté,nan,nan,nan,0.020833333333333332,0.041666666666666664,0.00023770000188960694,1,0,0,0.022133
55,arbre,grand,75.0,42.0,91.0,0.0,0.0,0.0002440999996906612,1,1,1,0.003914
55,position,loin,nan,nan,nan,0.0,0.0,0.00021809999816468917,1,1,1,0.0
55,avis,opinion,75.0,17.0,83.0,0.28125,0.0625,0.00021719999858760275,1,0,0,0.41006
55,flamme,agréable,nan,nan,nan,0.0,0.0,1.5403317999989667,2,1,1,0.0
55,genre,chaussure,1.0,100.0,41.0,0.0,0.0,0.4445449999984703,2,1,1,0.0
55,lutte,épreuve,nan,nan,nan,0.0,0.0,1.1011899000004632,2,1,1,0.0
55,horizon,mer,nan,nan,nan,0.13541666666666666,0.020833333333333332,0.5473482000015792,2,0,0,0.112
55,cause,principe,73.0,71.0,79.0,0.0,0.0,1.1162532000016654,2,1,1,0.0
55,morceau,gâteau,77.0,14.0,87.0,0.020833333333333332,0.052083333333333336,1.148116399999708,2,0,0,0.062136
55,preuve,procès,89.0,33.0,97.0,0.03125,0.010416666666666666,1.1681213000010757,2,0,0,0.011905
55,lune,rêve,93.0,57.0,99.0,0.0,0.0,1.2371471999977075,2,1,1,0.001942
55,mer,horizon,48.0,89.0,84.0,0.0,0.010416666666666666,0.8926390999986324,2,1,0,0.004073
55,objet,main,nan,nan,nan,0.010416666666666666,0.0,1.2122990999996546,2,0,1,0.0
55,enfant,marelle,100.0,71.0,100.0,0.0,0.0,0.7118792000001122,2,1,1,0.0
55,toit,grimper,83.0,56.0,77.0,0.0,0.0,0.39856069999950705,2,1,1,0.0
55,doigt,alliance,100.0,51.0,89.0,0.020833333333333332,0.041666666666666664,0.24839060000158497,2,0,0,0.003774
55,mur,enfermement,nan,nan,nan,0.0,0.0,0.7437447000011161,2,1,1,0.0
55,table,assis,54.0,52.0,86.0,0.0,0.0,0.29019440000047325,2,1,1,0.0
55,désir,feu,nan,nan,nan,0.0,0.0,0.6464887999973143,2,1,1,0.002053
55,école,marelle,100.0,45.0,100.0,0.0,0.0,0.42722259999936796,2,1,1,0.0
55,passage,étroit,100.0,48.0,100.0,0.020833333333333332,0.020833333333333332,0.4895365000011225,2,0,0,0.03619
55,façon,forme,nan,nan,nan,0.0,0.010416666666666666,0.1565206000013859,2,1,0,0.0
55,vache,viande,45.0,27.0,88.0,0.0,0.0,0.46065549999912037,2,1,1,0.003846
55,acte,théâtre,nan,nan,nan,0.28125,0.13541666666666666,0.36630929999955697,2,0,0,0.19275
55,lèvre,baiser,nan,nan,nan,0.020833333333333332,0.020833333333333332,0.703567299999122,2,0,0,0.093156
55,direction,indication,nan,nan,nan,0.010416666666666666,0.020833333333333332,0.28680399999939254,2,0,0,0.004008
55,habitude,commun,52.0,79.0,67.0,0.0,0.0,0.3049049000001105,2,1,1,0.001848
55,jeunesse,jeux,100.0,10.0,83.0,0.0,0.0,0.6466708999978437,2,1,1,0.0
55,herbe,courir,nan,nan,nan,0.0,0.0,0.2137328000026173,2,1,1,0.0
55,jardin,jeu,100.0,22.0,100.0,0.0,0.020833333333333332,0.06707040000037523,2,1,0,0.00404
55,rôle,position,56.0,91.0,31.0,0.0,0.0,0.25488210000185063,2,1,1,-1.0
55,colline,courir,78.0,77.0,91.0,0.0,0.0,0.07919260000198847,2,1,1,0.0
55,fil,couture,nan,nan,nan,0.08333333333333333,0.010416666666666666,0.42638630000146804,2,0,0,0.092937
55,rayon,,nan,nan,nan,0.0,0.0,0.712844399997266,2,1,1,0.0
55,page,histoire,nan,nan,nan,0.0,0.03125,1.033769100002246,2,1,0,0.002066
55,larme,tristesse,100.0,1.0,100.0,0.22916666666666666,0.020833333333333332,0.4427323999989312,2,0,0,0.13962
55,pierre,silex,nan,nan,nan,0.0,0.020833333333333332,0.145450100000744,2,1,0,0.001905
55,rose,délicat,100.0,79.0,100.0,0.0,0.0,0.16289959999994608,2,1,1,0.0
55,soeur,mignonne,nan,nan,nan,0.0,0.0,0.08581300000150804,2,1,1,0.0
55,nord,ours,74.0,65.0,100.0,0.0,0.03125,0.22715919999973266,2,1,0,0.001923
55,oncle,,100.0,69.0,82.0,0.0,0.0,0.18684350000330596,2,1,1,0.0
55,sens,voyage,nan,nan,nan,0.0,0.0,0.41374010000072303,2,1,1,0.0
55,peau,douceur,100.0,81.0,100.0,0.020833333333333332,0.020833333333333332,0.28573490000053425,2,0,0,0.013566
55,vin,bourré,100.0,25.0,85.0,0.0,0.0,1.0491991000017151,2,1,1,0.0
55,machine,fumée,nan,nan,nan,0.0,0.0,0.6441591000002518,2,1,1,0.0
55,rapport,peur,59.0,80.0,63.0,0.0,0.0,0.11241910000171629,2,1,1,0.0
55,masse,foule,61.0,65.0,100.0,0.020833333333333332,0.010416666666666666,0.4742817999976978,2,0,0,0.05
55,chien,jeux,100.0,27.0,83.0,0.0,0.010416666666666666,0.29586140000174055,2,1,0,0.0
55,début,histoire,nan,nan,nan,0.0,0.08333333333333333,0.15990980000060517,2,1,0,0.017613
55,avis,aucun,57.0,77.0,77.0,0.0,0.010416666666666666,0.3945477999986906,2,1,0,0.0
55,chambre,douillet,nan,nan,nan,0.0,0.0,0.5852998999980628,2,1,1,0.001996
55,mari,strict,69.0,79.0,93.0,0.0,0.0,1.3802302000003692,2,1,1,0.0
55,gauche,politique,100.0,61.0,100.0,0.010416666666666666,0.052083333333333336,0.46707530000276165,2,0,0,0.016194
55,position,carte,nan,nan,nan,0.010416666666666666,0.010416666666666666,0.19690660000196658,2,0,0,0.0
55,principe,précaution,nan,nan,nan,0.0,0.010416666666666666,0.17403870000271127,2,1,0,0.015414
55,question,sciences,99.0,51.0,96.0,0.0,0.0,0.44976629999655415,2,1,1,0.0
55,garçon,,nan,nan,nan,0.0,0.0,0.0030030000016267877,2,1,1,0.0
55,jambe,sensualité,nan,nan,nan,0.0,0.0,0.5136400000010326,2,1,1,0.0
55,visage,douceur,nan,nan,nan,0.0,0.010416666666666666,0.2964621999999508,2,1,0,0.002012
55,faim,afrique,97.0,14.0,99.0,0.0,0.0,0.14799159999893163,2,1,1,0.0
55,arbre,jeu,52.0,35.0,88.0,0.0,0.0,0.5688279999994847,2,1,1,0.0
55,science,sévère,67.0,67.0,91.0,0.0,0.0,0.024567899999965448,2,1,1,0.0
55,appel,maman,100.0,71.0,87.0,0.0,0.0,0.11542340000232798,2,1,1,0.0
55,lit,drap,nan,nan,nan,0.052083333333333336,0.0,0.11775010000201291,2,0,1,0.039548
55,passion,jeux,nan,nan,nan,0.0,0.0,0.09519880000152625,2,1,1,0.0
56,machine,bois,nan,nan,nan,0.0,0.0,0.25395790000038687,1,1,1,0.001876
56,rapport,,50.0,71.0,79.0,0.0,0.0,0.04511170000114362,1,1,1,0.0
56,genre,femme,70.0,1.0,100.0,0.125,0.010416666666666666,0.20560359999944922,1,0,0,0.018367
56,jardin,vert,75.0,36.0,66.0,0.010416666666666666,0.0,0.22200640000301064,1,0,1,0.074747
